2.243824005126953125e+01,8.748526000976562500e+01,2.832740020751953125e+01,1.395065002441406250e+02,4.623786163330078125e+01,1.862086639404296875e+02,8.238340759277343750e+01,2.179491424560546875e+02,1.230249404907226562e+02,2.300226287841796875e+02,1.566528930664062500e+02,2.130064392089843750e+02,1.833363800048828125e+02,1.796131744384765625e+02,1.979142913818359375e+02,1.392141876220703125e+02,2.027637939453125000e+02,9.297240447998046875e+01,4.417860794067382812e+01,8.045115661621093750e+01,7.789321136474609375e+01,7.283970642089843750e+01,1.116623764038085938e+02,8.408586120605468750e+01,1.456132354736328125e+02,8.445377349853515625e+01,1.756898345947265625e+02,7.415308380126953125e+01,2.002318420410156250e+02,8.101535034179687500e+01,1.294425964355468750e+02,1.056117706298828125e+02,1.320911102294921875e+02,1.619568176269531250e+02,1.095121688842773438e+02,1.674022521972656250e+02,1.285164947509765625e+02,1.742243347167968750e+02,1.467086181640625000e+02,1.674434204101562500e+02,6.395905303955078125e+01,1.025844192504882812e+02,7.592616271972656250e+01,9.789379119873046875e+01,8.932925415039062500e+01,9.866659545898437500e+01,1.000861587524414062e+02,1.076737442016601562e+02,8.848921966552734375e+01,1.105880966186523438e+02,7.445584869384765625e+01,1.100536804199218750e+02,1.501293945312500000e+02,1.082144851684570312e+02,1.615543975830078125e+02,9.918825531005859375e+01,1.747572937011718750e+02,9.887947845458984375e+01,1.843532714843750000e+02,1.039953002929687500e+02,1.759309844970703125e+02,1.106844329833984375e+02,1.627528533935546875e+02,1.115009994506835938e+02,9.192111968994140625e+01,1.904692993164062500e+02,1.080154190063476562e+02,1.898952331542968750e+02,1.205556793212890625e+02,1.884887390136718750e+02,1.273762512207031250e+02,1.911712646484375000e+02,1.350639648437500000e+02,1.885764160156250000e+02,1.442779693603515625e+02,1.901038665771484375e+02,1.527770538330078125e+02,1.906353759765625000e+02,1.435700378417968750e+02,2.008720092773437500e+02,1.342138671875000000e+02,2.061536560058593750e+02,1.258822021484375000e+02,2.068977661132812500e+02,1.179911193847656250e+02,2.061063385009765625e+02,1.060296630859375000e+02,2.013323669433593750e+02
4.303416061401367188e+01,9.670977783203125000e+01,3.984528732299804688e+01,1.415092468261718750e+02,4.684417724609375000e+01,1.824260559082031250e+02,7.645250701904296875e+01,2.131870117187500000e+02,1.153187408447265625e+02,2.298891143798828125e+02,1.494380035400390625e+02,2.182349700927734375e+02,1.711106719970703125e+02,1.874239196777343750e+02,1.809848327636718750e+02,1.520350646972656250e+02,1.848773193359375000e+02,1.204945831298828125e+02,7.008314514160156250e+01,7.900273132324218750e+01,9.791241455078125000e+01,6.614611816406250000e+01,1.269117965698242188e+02,7.732453918457031250e+01,1.497841949462890625e+02,8.320758819580078125e+01,1.735802764892578125e+02,8.488349914550781250e+01,1.840324707031250000e+02,1.031592025756835938e+02,1.378171997070312500e+02,9.616242980957031250e+01,1.380927124023437500e+02,1.296607971191406250e+02,1.163385238647460938e+02,1.386339263916015625e+02,1.312849884033203125e+02,1.460084533691406250e+02,1.454563903808593750e+02,1.442724151611328125e+02,8.677961730957031250e+01,9.275337982177734375e+01,9.568094635009765625e+01,8.956613159179687500e+01,1.043816604614257812e+02,9.068544006347656250e+01,1.112577667236328125e+02,9.651423645019531250e+01,1.032996368408203125e+02,9.687998199462890625e+01,9.485290527343750000e+01,9.575973510742187500e+01,1.500378265380859375e+02,1.058555755615234375e+02,1.588275756835937500e+02,1.041285552978515625e+02,1.666213378906250000e+02,1.069082641601562500e+02,1.711587219238281250e+02,1.131204910278320312e+02,1.652222900390625000e+02,1.125362548828125000e+02,1.575092163085937500e+02,1.100426254272460938e+02,9.352606201171875000e+01,1.664132843017578125e+02,1.083321914672851562e+02,1.600719757080078125e+02,1.211718597412109375e+02,1.592049713134765625e+02,1.280726776123046875e+02,1.626067657470703125e+02,1.363695983886718750e+02,1.626192169189453125e+02,1.442007446289062500e+02,1.682800140380859375e+02,1.478820495605468750e+02,1.780937805175781250e+02,1.404102325439453125e+02,1.847562103271484375e+02,1.315274810791015625e+02,1.853885192871093750e+02,1.232361145019531250e+02,1.837876892089843750e+02,1.154669876098632812e+02,1.811531829833984375e+02,1.046691131591796875e+02,1.756775054931640625e+02
4.626302337646484375e+01,1.265614471435546875e+02,6.468379211425781250e+01,1.648279266357421875e+02,8.987303161621093750e+01,1.984489288330078125e+02,1.297176818847656250e+02,2.185240631103515625e+02,1.715144042968750000e+02,2.211903381347656250e+02,1.996036376953125000e+02,1.920215759277343750e+02,2.139326782226562500e+02,1.499577789306640625e+02,2.099436187744140625e+02,1.065957565307617188e+02,1.972767944335937500e+02,6.533030700683593750e+01,5.718522262573242188e+01,1.171687622070312500e+02,7.780731201171875000e+01,9.965566253662109375e+01,1.073056259155273438e+02,9.698705291748046875e+01,1.288736877441406250e+02,8.776985931396484375e+01,1.533356781005859375e+02,7.029390716552734375e+01,1.805845031738281250e+02,7.016619873046875000e+01,1.235334701538085938e+02,1.052262420654296875e+02,1.410311431884765625e+02,1.484366760253906250e+02,1.256547622680664062e+02,1.585983123779296875e+02,1.448179168701171875e+02,1.584888916015625000e+02,1.586048583984375000e+02,1.457359313964843750e+02,7.781709289550781250e+01,1.213334579467773438e+02,8.535015869140625000e+01,1.148945312500000000e+02,9.470524597167968750e+01,1.117160797119140625e+02,1.046624832153320312e+02,1.140526504516601562e+02,9.677189636230468750e+01,1.181101303100585938e+02,8.747840118408203125e+01,1.212483520507812500e+02,1.433723754882812500e+02,9.893408966064453125e+01,1.494675598144531250e+02,9.037923431396484375e+01,1.582949981689453125e+02,8.657585144042968750e+01,1.675810852050781250e+02,8.639656829833984375e+01,1.616089935302734375e+02,9.225607299804687500e+01,1.530748748779296875e+02,9.630120849609375000e+01,1.159437179565429688e+02,1.797724304199218750e+02,1.289195556640625000e+02,1.757680053710937500e+02,1.408128814697265625e+02,1.721550903320312500e+02,1.494737396240234375e+02,1.711336669921875000e+02,1.580714721679687500e+02,1.655299072265625000e+02,1.689177856445312500e+02,1.602193756103515625e+02,1.802493743896484375e+02,1.542972259521484375e+02,1.735989837646484375e+02,1.704470520019531250e+02,1.646643066406250000e+02,1.802833404541015625e+02,1.552520599365234375e+02,1.851207427978515625e+02,1.464925384521484375e+02,1.873157806396484375e+02,1.329156036376953125e+02,1.871923980712890625e+02
4.891210174560546875e+01,9.575744628906250000e+01,5.507211303710937500e+01,1.404799194335937500e+02,6.822362518310546875e+01,1.817232208251953125e+02,9.392659759521484375e+01,2.143860473632812500e+02,1.289885864257812500e+02,2.304177551269531250e+02,1.623518371582031250e+02,2.133112030029296875e+02,1.851011199951171875e+02,1.777117767333984375e+02,1.957599792480468750e+02,1.380706024169921875e+02,1.992692565917968750e+02,9.630595397949218750e+01,5.977632141113281250e+01,8.774449157714843750e+01,8.583605957031250000e+01,7.751760864257812500e+01,1.148246231079101562e+02,8.701078796386718750e+01,1.421675720214843750e+02,8.730513763427734375e+01,1.696637268066406250e+02,7.840420532226562500e+01,1.923719635009765625e+02,8.686591339111328125e+01,1.292197418212890625e+02,1.027183609008789062e+02,1.306159362792968750e+02,1.522866821289062500e+02,1.140049057006835938e+02,1.569467010498046875e+02,1.294930877685546875e+02,1.632429351806640625e+02,1.449729766845703125e+02,1.568924102783203125e+02,7.696642303466796875e+01,1.029773330688476562e+02,8.556758117675781250e+01,9.741489410400390625e+01,9.721433258056640625e+01,9.814539337158203125e+01,1.062170867919921875e+02,1.057779541015625000e+02,9.666385650634765625e+01,1.087571182250976562e+02,8.482921600341796875e+01,1.086680984497070312e+02,1.496952056884765625e+02,1.061320877075195312e+02,1.583106994628906250e+02,9.834531402587890625e+01,1.693745422363281250e+02,9.794697570800781250e+01,1.773655090332031250e+02,1.033656921386718750e+02,1.707844696044921875e+02,1.085171432495117188e+02,1.601170501708984375e+02,1.091998901367187500e+02,9.985073089599609375e+01,1.820303649902343750e+02,1.112335357666015625e+02,1.796027984619140625e+02,1.223588867187500000e+02,1.778427429199218750e+02,1.294058227539062500e+02,1.801157531738281250e+02,1.371221008300781250e+02,1.778270263671875000e+02,1.470554504394531250e+02,1.798011779785156250e+02,1.560083160400390625e+02,1.820782318115234375e+02,1.475502319335937500e+02,1.943198699951171875e+02,1.378886871337890625e+02,1.999300689697265625e+02,1.295755310058593750e+02,2.008161315917968750e+02,1.213676071166992188e+02,1.999515228271484375e+02,1.104897766113281250e+02,1.942587585449218750e+02
4.462654876708984375e+01,1.054924316406250000e+02,5.088924407958984375e+01,1.487373809814453125e+02,6.610765075683593750e+01,1.888089294433593750e+02,9.861685943603515625e+01,2.176472778320312500e+02,1.380078430175781250e+02,2.300477447509765625e+02,1.728673248291015625e+02,2.098367156982421875e+02,1.958020324707031250e+02,1.741098632812500000e+02,2.024867858886718750e+02,1.332018280029296875e+02,2.010022735595703125e+02,9.296048736572265625e+01,6.013220214843750000e+01,9.277090454101562500e+01,8.423049163818359375e+01,7.862785339355468750e+01,1.134888839721679688e+02,8.517549133300781250e+01,1.376531524658203125e+02,8.341221618652343750e+01,1.657267150878906250e+02,7.425054168701171875e+01,1.888002166748046875e+02,8.516674041748046875e+01,1.276778259277343750e+02,1.009226379394531250e+02,1.320359649658203125e+02,1.447157287597656250e+02,1.148415756225585938e+02,1.533665618896484375e+02,1.318936767578125000e+02,1.580602569580078125e+02,1.478602447509765625e+02,1.513008270263671875e+02,7.831843566894531250e+01,1.064672546386718750e+02,8.695845031738281250e+01,1.015615386962890625e+02,9.718117523193359375e+01,1.013210525512695312e+02,1.063624191284179688e+02,1.068515930175781250e+02,9.738513946533203125e+01,1.090957412719726562e+02,8.710905456542968750e+01,1.096245498657226562e+02,1.464525756835937500e+02,1.042497329711914062e+02,1.554236755371093750e+02,9.767584228515625000e+01,1.653095397949218750e+02,9.696722412109375000e+01,1.740020599365234375e+02,1.006052474975585938e+02,1.667447814941406250e+02,1.044593811035156250e+02,1.567859954833984375e+02,1.054402923583984375e+02,9.867468261718750000e+01,1.757533111572265625e+02,1.117296676635742188e+02,1.725450592041015625e+02,1.244691238403320312e+02,1.705665283203125000e+02,1.324907073974609375e+02,1.720913238525390625e+02,1.412976989746093750e+02,1.694687805175781250e+02,1.526297302246093750e+02,1.698879852294921875e+02,1.636773681640625000e+02,1.712064971923828125e+02,1.537316741943359375e+02,1.847689361572265625e+02,1.431660308837890625e+02,1.909828643798828125e+02,1.336335601806640625e+02,1.923663787841796875e+02,1.247577972412109375e+02,1.917004241943359375e+02,1.119715042114257812e+02,1.874147186279296875e+02
3.944025421142578125e+01,1.037267990112304688e+02,4.572175216674804688e+01,1.476087036132812500e+02,5.977413558959960938e+01,1.878336639404296875e+02,9.283078765869140625e+01,2.170625915527343750e+02,1.325184326171875000e+02,2.302599487304687500e+02,1.647097778320312500e+02,2.114652099609375000e+02,1.855025024414062500e+02,1.772832031250000000e+02,1.929608612060546875e+02,1.389214630126953125e+02,1.934573974609375000e+02,1.006122207641601562e+02,6.015665054321289062e+01,8.884133911132812500e+01,8.637937164306640625e+01,7.660171508789062500e+01,1.153753128051757812e+02,8.407990264892578125e+01,1.426419677734375000e+02,8.332132720947265625e+01,1.685018157958984375e+02,7.637307739257812500e+01,1.876688232421875000e+02,8.675795745849609375e+01,1.305944519042968750e+02,1.006839752197265625e+02,1.348342895507812500e+02,1.445296478271484375e+02,1.155928497314453125e+02,1.522064819335937500e+02,1.327004241943359375e+02,1.579984741210937500e+02,1.476678771972656250e+02,1.514342041015625000e+02,7.849436187744140625e+01,1.040252456665039062e+02,8.722126770019531250e+01,9.863019561767578125e+01,9.789269256591796875e+01,9.870356750488281250e+01,1.063861465454101562e+02,1.048762969970703125e+02,9.785391235351562500e+01,1.073036193847656250e+02,8.747471618652343750e+01,1.074796829223632812e+02,1.477181243896484375e+02,1.045671310424804688e+02,1.564865875244140625e+02,9.787573242187500000e+01,1.663846893310546875e+02,9.774566650390625000e+01,1.739437255859375000e+02,1.027945251464843750e+02,1.673769531250000000e+02,1.060857315063476562e+02,1.576146697998046875e+02,1.065669174194335938e+02,9.548347473144531250e+01,1.748009338378906250e+02,1.102954940795898438e+02,1.711882324218750000e+02,1.240014953613281250e+02,1.695470581054687500e+02,1.320760345458984375e+02,1.715046081542968750e+02,1.407930755615234375e+02,1.692100524902343750e+02,1.514609222412109375e+02,1.704432373046875000e+02,1.605075988769531250e+02,1.732331237792968750e+02,1.516759490966796875e+02,1.870681304931640625e+02,1.414153442382812500e+02,1.934463653564453125e+02,1.320100860595703125e+02,1.946372070312500000e+02,1.230199890136718750e+02,1.939355316162109375e+02,1.093462371826171875e+02,1.883144378662109375e+02
8.265018463134765625e+01,1.020749435424804688e+02,7.711118316650390625e+01,1.362995758056640625e+02,7.937181091308593750e+01,1.716471557617187500e+02,8.584697723388671875e+01,2.046997528076171875e+02,1.047707672119140625e+02,2.277327728271484375e+02,1.451067962646484375e+02,2.268562622070312500e+02,1.853830413818359375e+02,2.074559631347656250e+02,2.103499755859375000e+02,1.703253479003906250e+02,2.239729461669921875e+02,1.256829071044921875e+02,8.021868133544921875e+01,7.844689178466796875e+01,9.535371398925781250e+01,7.405135345458984375e+01,1.115065078735351562e+02,8.398480987548828125e+01,1.335824279785156250e+02,8.785263824462890625e+01,1.661028747558593750e+02,8.704543304443359375e+01,1.934055023193359375e+02,1.038610458374023438e+02,1.190617980957031250e+02,1.005748596191406250e+02,1.033802413940429688e+02,1.393515930175781250e+02,9.586163330078125000e+01,1.446841735839843750e+02,1.064855651855468750e+02,1.535839233398437500e+02,1.248379745483398438e+02,1.526143951416015625e+02,8.787588500976562500e+01,9.446937561035156250e+01,9.441059875488281250e+01,9.066819000244140625e+01,1.029295349121093750e+02,9.307832336425781250e+01,1.092781066894531250e+02,1.009875640869140625e+02,1.007239379882812500e+02,1.006984558105468750e+02,9.221543121337890625e+01,9.899257659912109375e+01,1.456314849853515625e+02,1.086698913574218750e+02,1.549693298339843750e+02,1.038371963500976562e+02,1.649241790771484375e+02,1.063047790527343750e+02,1.734375610351562500e+02,1.126846847534179688e+02,1.642266693115234375e+02,1.142027435302734375e+02,1.543587646484375000e+02,1.124910583496093750e+02,8.850063323974609375e+01,1.684423980712890625e+02,9.302053070068359375e+01,1.637047729492187500e+02,1.008078842163085938e+02,1.633254394531250000e+02,1.068459930419921875e+02,1.669738006591796875e+02,1.163408966064453125e+02,1.671171417236328125e+02,1.305296936035156250e+02,1.733133392333984375e+02,1.447249908447265625e+02,1.815304565429687500e+02,1.286396179199218750e+02,1.924311523437500000e+02,1.129400787353515625e+02,1.955461578369140625e+02,1.030322265625000000e+02,1.937173309326171875e+02,9.567999267578125000e+01,1.906295013427734375e+02,8.983343505859375000e+01,1.825678863525390625e+02
4.097200393676757812e+01,1.170414962768554688e+02,4.944661331176757812e+01,1.590737609863281250e+02,6.532666778564453125e+01,1.970534667968750000e+02,9.881205749511718750e+01,2.219232635498046875e+02,1.396516723632812500e+02,2.296329040527343750e+02,1.727916107177734375e+02,2.098083343505859375e+02,1.915934295654296875e+02,1.762641601562500000e+02,1.951549835205078125e+02,1.375986328125000000e+02,1.928725738525390625e+02,1.004349212646484375e+02,5.792681121826171875e+01,9.797615814208984375e+01,8.084785461425781250e+01,7.824893188476562500e+01,1.122433624267578125e+02,8.101766967773437500e+01,1.364205932617187500e+02,7.768517303466796875e+01,1.639617462158203125e+02,6.998940277099609375e+01,1.845639343261718750e+02,8.457443237304687500e+01,1.268740844726562500e+02,9.594052124023437500e+01,1.325478363037109375e+02,1.301488952636718750e+02,1.156269149780273438e+02,1.441505432128906250e+02,1.324783172607421875e+02,1.472637939453125000e+02,1.469823608398437500e+02,1.410458984375000000e+02,7.690554046630859375e+01,1.087175064086914062e+02,8.476029968261718750e+01,1.018129425048828125e+02,9.463880920410156250e+01,1.003388519287109375e+02,1.041412429809570312e+02,1.047393569946289062e+02,9.586281585693359375e+01,1.080117111206054688e+02,8.606580352783203125e+01,1.098720703125000000e+02,1.452100372314453125e+02,1.005227508544921875e+02,1.539566802978515625e+02,9.439231872558593750e+01,1.635109558105468750e+02,9.391161346435546875e+01,1.710452270507812500e+02,9.860885620117187500e+01,1.645236663818359375e+02,1.013048019409179688e+02,1.551779327392578125e+02,1.019580841064453125e+02,1.008024215698242188e+02,1.761577911376953125e+02,1.127077331542968750e+02,1.672634735107421875e+02,1.252466735839843750e+02,1.627541046142578125e+02,1.332535552978515625e+02,1.638215332031250000e+02,1.416328277587890625e+02,1.611458129882812500e+02,1.522956848144531250e+02,1.634543914794921875e+02,1.615276947021484375e+02,1.694461669921875000e+02,1.536555938720703125e+02,1.805441894531250000e+02,1.439329833984375000e+02,1.853513031005859375e+02,1.350415344238281250e+02,1.868096008300781250e+02,1.265404510498046875e+02,1.870210113525390625e+02,1.136911621093750000e+02,1.845080261230468750e+02
6.710479736328125000e+01,9.944539642333984375e+01,6.809616851806640625e+01,1.377430877685546875e+02,7.632186126708984375e+01,1.766888885498046875e+02,9.184490966796875000e+01,2.106879882812500000e+02,1.185873565673828125e+02,2.299206237792968750e+02,1.634824066162109375e+02,2.212082519531250000e+02,2.039564056396484375e+02,1.906342010498046875e+02,2.228361358642578125e+02,1.462968444824218750e+02,2.291542053222656250e+02,9.658003234863281250e+01,6.643572998046875000e+01,8.209217071533203125e+01,8.397112274169921875e+01,7.710620880126953125e+01,1.030884857177734375e+02,8.626165771484375000e+01,1.282495880126953125e+02,8.549073028564453125e+01,1.605135650634765625e+02,7.708744812011718750e+01,1.923278808593750000e+02,8.569480895996093750e+01,1.150119323730468750e+02,1.033040542602539062e+02,1.053017501831054688e+02,1.515195465087890625e+02,9.885566711425781250e+01,1.578669433593750000e+02,1.105283737182617188e+02,1.646120758056640625e+02,1.276405715942382812e+02,1.606338348388671875e+02,7.929457855224609375e+01,1.023182830810546875e+02,8.509548187255859375e+01,9.733292388916015625e+01,9.517281341552734375e+01,9.814880371093750000e+01,1.030221252441406250e+02,1.052742233276367188e+02,9.440883636474609375e+01,1.077974243164062500e+02,8.476531982421875000e+01,1.074576187133789062e+02,1.433277893066406250e+02,1.057671127319335938e+02,1.517767333984375000e+02,9.865686798095703125e+01,1.630505981445312500e+02,9.914376831054687500e+01,1.733758544921875000e+02,1.044295349121093750e+02,1.640408172607421875e+02,1.089483032226562500e+02,1.530021209716796875e+02,1.091963882446289062e+02,9.567765808105468750e+01,1.836447143554687500e+02,9.987023162841796875e+01,1.804643096923828125e+02,1.061892471313476562e+02,1.785603790283203125e+02,1.115982437133789062e+02,1.808801422119140625e+02,1.190873641967773438e+02,1.790984497070312500e+02,1.318657226562500000e+02,1.820125122070312500e+02,1.463061218261718750e+02,1.856869812011718750e+02,1.329178161621093750e+02,1.939586181640625000e+02,1.203590011596679688e+02,1.969614868164062500e+02,1.125209503173828125e+02,1.967350769042968750e+02,1.060400619506835938e+02,1.952264404296875000e+02,1.001587905883789062e+02,1.907475433349609375e+02
4.937809753417968750e+01,1.107831344604492188e+02,5.404270172119140625e+01,1.516098175048828125e+02,6.497097778320312500e+01,1.908823394775390625e+02,9.139476013183593750e+01,2.184404602050781250e+02,1.277313308715820312e+02,2.300476226806640625e+02,1.688960418701171875e+02,2.197075805664062500e+02,2.011159362792968750e+02,1.921100921630859375e+02,2.145134429931640625e+02,1.512596740722656250e+02,2.201950378417968750e+02,1.060734939575195312e+02,5.837714385986328125e+01,9.148493194580078125e+01,7.992109680175781250e+01,7.092285919189453125e+01,1.109192428588867188e+02,7.504340362548828125e+01,1.377869110107421875e+02,7.246786499023437500e+01,1.728106231689453125e+02,6.585910034179687500e+01,2.002807159423828125e+02,8.400599670410156250e+01,1.237690734863281250e+02,9.348609924316406250e+01,1.209549636840820312e+02,1.261841354370117188e+02,1.086718444824218750e+02,1.433482971191406250e+02,1.230183944702148438e+02,1.454552764892578125e+02,1.399633941650390625e+02,1.423147430419921875e+02,7.491027832031250000e+01,1.066857147216796875e+02,8.318165588378906250e+01,9.907999420166015625e+01,9.406945037841796875e+01,9.763034057617187500e+01,1.039220428466796875e+02,1.036474761962890625e+02,9.499681854248046875e+01,1.070566482543945312e+02,8.434239959716796875e+01,1.083844070434570312e+02,1.499666595458984375e+02,1.009338302612304688e+02,1.597392120361328125e+02,9.342433929443359375e+01,1.711236114501953125e+02,9.363565063476562500e+01,1.799181518554687500e+02,1.001618194580078125e+02,1.717305755615234375e+02,1.029920425415039062e+02,1.605545806884765625e+02,1.034030456542968750e+02,9.819766235351562500e+01,1.792935638427734375e+02,1.070523605346679688e+02,1.679430999755859375e+02,1.168157806396484375e+02,1.622499694824218750e+02,1.236729507446289062e+02,1.637703094482421875e+02,1.315787048339843750e+02,1.619143676757812500e+02,1.443187561035156250e+02,1.671925506591796875e+02,1.572889404296875000e+02,1.768119964599609375e+02,1.453226776123046875e+02,1.852417297363281250e+02,1.333344726562500000e+02,1.885533294677734375e+02,1.249820709228515625e+02,1.891025085449218750e+02,1.174466018676757812e+02,1.888624420166015625e+02,1.076861419677734375e+02,1.866840515136718750e+02
